tarih,istasyon_adi,gunluk_yolcu,nem,maksimum_sicaklik,minimum_sicaklik,ruzgar_hizi,ay,gun,donem
2024-04-17,Karaköy,2815,58.0,16.0,10.0,8.0,4,17,Okul
2024-04-18,Karaköy,2856,74.0,13.0,10.0,19.0,4,18,Okul
2024-04-18,Karaköy,2843,74.0,13.0,10.0,19.0,4,18,Okul
2024-04-19,Karaköy,2821,62.0,12.0,9.0,19.0,4,19,Okul
2024-04-19,Karaköy,2808,62.0,12.0,9.0,19.0,4,19,Okul
2024-04-20,Karaköy,2876,56.0,11.0,9.0,20.0,4,20,Okul
2024-04-20,Karaköy,2837,56.0,11.0,9.0,20.0,4,20,Okul
2024-04-21,Karaköy,2823,51.0,13.0,9.0,13.0,4,21,Okul
2024-04-21,Karaköy,2856,51.0,13.0,9.0,13.0,4,21,Okul
2024-04-22,Karaköy,2906,49.0,16.0,10.0,10.0,4,22,Okul
2024-04-22,Karaköy,2880,49.0,16.0,10.0,10.0,4,22,Okul
2024-04-23,Karaköy,2868,53.0,16.0,8.0,16.0,4,23,Okul
2024-04-23,Karaköy,2837,53.0,16.0,8.0,16.0,4,23,Okul
2024-04-24,Karaköy,2885,61.0,21.0,12.0,9.0,4,24,Okul
2024-04-24,Karaköy,2875,61.0,21.0,12.0,9.0,4,24,Okul
2024-04-25,Karaköy,2837,64.0,20.0,14.0,10.0,4,25,Okul
2024-04-25,Karaköy,2840,64.0,20.0,14.0,10.0,4,25,Okul
2024-04-26,Karaköy,2901,63.0,19.0,13.0,11.0,4,26,Okul
2024-04-26,Karaköy,2902,63.0,19.0,13.0,11.0,4,26,Okul
2024-04-27,Karaköy,2815,58.0,21.0,14.0,5.0,4,27,Okul
2024-04-27,Karaköy,2844,58.0,21.0,14.0,5.0,4,27,Okul
2024-04-28,Karaköy,2892,63.0,21.0,16.0,8.0,4,28,Okul
2024-04-28,Karaköy,2893,63.0,21.0,16.0,8.0,4,28,Okul
2024-04-29,Karaköy,2810,66.0,22.0,17.0,7.0,4,29,Okul
2024-04-29,Karaköy,2822,66.0,22.0,17.0,7.0,4,29,Okul
2024-04-30,Karaköy,2860,54.0,21.0,17.0,18.0,4,30,Okul
2024-04-30,Karaköy,2851,54.0,21.0,17.0,18.0,4,30,Okul
2024-05-01,Karaköy,2818,80.0,6.0,5.0,28.0,5,1,Okul
2024-05-01,Karaköy,2852,80.0,6.0,5.0,28.0,5,1,Okul
2024-05-02,Karaköy,2842,70.0,14.0,12.0,17.0,5,2,Okul
2024-05-02,Karaköy,2851,70.0,14.0,12.0,17.0,5,2,Okul
2024-05-03,Karaköy,2823,55.0,14.0,9.0,16.0,5,3,Okul
2024-05-03,Karaköy,2836,55.0,14.0,9.0,16.0,5,3,Okul
2024-05-04,Karaköy,2848,71.0,18.0,9.0,11.0,5,4,Okul
2024-05-04,Karaköy,2804,71.0,18.0,9.0,11.0,5,4,Okul
2024-05-05,Karaköy,2841,58.0,23.0,17.0,12.0,5,5,Okul
2024-05-05,Karaköy,2811,58.0,23.0,17.0,12.0,5,5,Okul
2024-05-06,Karaköy,2759,62.0,28.0,21.0,7.0,5,6,Okul
2024-05-06,Karaköy,2821,62.0,28.0,21.0,7.0,5,6,Okul
2024-05-07,Karaköy,2818,65.0,29.0,23.0,17.0,5,7,Okul
2024-05-07,Karaköy,2778,65.0,29.0,23.0,17.0,5,7,Okul
2024-05-08,Karaköy,2787,52.0,27.0,23.0,18.0,5,8,Okul
2024-05-08,Karaköy,2818,52.0,27.0,23.0,18.0,5,8,Okul
2024-05-09,Karaköy,2782,52.0,27.0,23.0,18.0,5,9,Okul
2024-05-09,Karaköy,2809,52.0,27.0,23.0,18.0,5,9,Okul
2024-05-10,Karaköy,2832,52.0,27.0,23.0,18.0,5,10,Okul
2024-05-10,Karaköy,2855,52.0,27.0,23.0,18.0,5,10,Okul
2024-05-11,Karaköy,2800,52.0,27.0,23.0,18.0,5,11,Okul
2024-05-11,Karaköy,2828,52.0,27.0,23.0,18.0,5,11,Okul
2024-05-12,Karaköy,2804,52.0,27.0,23.0,18.0,5,12,Okul
2024-05-12,Karaköy,2780,52.0,27.0,23.0,18.0,5,12,Okul
2024-05-13,Karaköy,2816,63.0,21.0,15.0,23.0,5,13,Okul
2024-05-13,Karaköy,2849,63.0,21.0,15.0,23.0,5,13,Okul
2024-05-14,Karaköy,2780,71.0,23.0,15.0,18.0,5,14,Okul
2024-05-14,Karaköy,2785,71.0,23.0,15.0,18.0,5,14,Okul
2024-05-15,Karaköy,2769,71.0,24.0,17.0,9.0,5,15,Okul
2024-05-15,Karaköy,2794,71.0,24.0,17.0,9.0,5,15,Okul
2024-05-16,Karaköy,2831,67.0,23.0,17.0,15.0,5,16,Okul
2024-05-16,Karaköy,2800,67.0,23.0,17.0,15.0,5,16,Okul
2024-05-17,Karaköy,2829,77.0,19.0,14.0,16.0,5,17,Okul
2024-05-17,Karaköy,2824,77.0,19.0,14.0,16.0,5,17,Okul
2024-05-18,Karaköy,2845,80.0,20.0,16.0,9.0,5,18,Okul
2024-05-18,Karaköy,2838,80.0,20.0,16.0,9.0,5,18,Okul
2024-05-19,Karaköy,2809,67.0,24.0,18.0,12.0,5,19,Okul
2024-05-19,Karaköy,2802,67.0,24.0,18.0,12.0,5,19,Okul
2024-05-20,Karaköy,2785,55.0,25.0,21.0,11.0,5,20,Okul
2024-05-20,Karaköy,2853,55.0,25.0,21.0,11.0,5,20,Okul
2024-05-21,Karaköy,2783,60.0,25.0,19.0,9.0,5,21,Okul
2024-05-21,Karaköy,2768,60.0,25.0,19.0,9.0,5,21,Okul
2024-05-22,Karaköy,2843,60.0,25.0,19.0,9.0,5,22,Okul
2024-05-22,Karaköy,2816,60.0,25.0,19.0,9.0,5,22,Okul
2024-05-23,Karaköy,2780,57.0,25.0,20.0,8.0,5,23,Okul
2024-05-23,Karaköy,2793,57.0,25.0,20.0,8.0,5,23,Okul
2024-05-24,Karaköy,2832,70.0,22.0,18.0,11.0,5,24,Okul
2024-05-24,Karaköy,2841,70.0,22.0,18.0,11.0,5,24,Okul
2024-05-25,Karaköy,2806,72.0,21.0,16.0,13.0,5,25,Okul
2024-05-25,Karaköy,2797,72.0,21.0,16.0,13.0,5,25,Okul
2024-05-26,Karaköy,2778,67.0,26.0,18.0,10.0,5,26,Okul
2024-05-26,Karaköy,2828,67.0,26.0,18.0,10.0,5,26,Okul
2024-05-27,Karaköy,2830,59.0,26.0,17.0,14.0,5,27,Okul
2024-05-27,Karaköy,2829,59.0,26.0,17.0,14.0,5,27,Okul
2024-05-28,Karaköy,2794,61.0,30.0,20.0,6.0,5,28,Okul
2024-05-28,Karaköy,2851,61.0,30.0,20.0,6.0,5,28,Okul
2024-05-29,Karaköy,2770,57.0,28.0,23.0,11.0,5,29,Okul
2024-05-29,Karaköy,2784,57.0,28.0,23.0,11.0,5,29,Okul
2024-05-30,Karaköy,2838,64.0,27.0,20.0,11.0,5,30,Okul
2024-05-30,Karaköy,2760,64.0,27.0,20.0,11.0,5,30,Okul
2024-05-31,Karaköy,2787,60.0,30.0,23.0,7.0,5,31,Okul
2024-05-31,Karaköy,2780,60.0,30.0,23.0,7.0,5,31,Okul
2024-06-01,Karaköy,2463,68.0,5.0,4.0,17.0,6,1,Okul
2024-06-01,Karaköy,2513,68.0,5.0,4.0,17.0,6,1,Okul
2024-06-02,Karaköy,2488,81.0,12.0,11.0,23.0,6,2,Okul
2024-06-02,Karaköy,2497,81.0,12.0,11.0,23.0,6,2,Okul
2024-06-03,Karaköy,2486,76.0,14.0,12.0,16.0,6,3,Okul
2024-06-03,Karaköy,2454,76.0,14.0,12.0,16.0,6,3,Okul
2024-06-04,Karaköy,2466,75.0,15.0,10.0,19.0,6,4,Okul
2024-06-04,Karaköy,2494,75.0,15.0,10.0,19.0,6,4,Okul
2024-06-05,Karaköy,2495,62.0,22.0,17.0,16.0,6,5,Okul
2024-06-05,Karaköy,2502,62.0,22.0,17.0,16.0,6,5,Okul
2024-06-06,Karaköy,2424,62.0,28.0,23.0,6.0,6,6,Okul
2024-06-06,Karaköy,2422,62.0,28.0,23.0,6.0,6,6,Okul
2024-06-07,Karaköy,2519,61.0,29.0,24.0,11.0,6,7,Okul
2024-06-07,Karaköy,2420,61.0,29.0,24.0,11.0,6,7,Okul
2024-06-08,Karaköy,2443,51.0,27.0,23.0,20.0,6,8,Okul
2024-06-08,Karaköy,2470,51.0,27.0,23.0,20.0,6,8,Okul
2024-06-09,Karaköy,2511,51.0,27.0,23.0,20.0,6,9,Okul
2024-06-09,Karaköy,2435,51.0,27.0,23.0,20.0,6,9,Okul
2024-06-10,Karaköy,2474,51.0,27.0,23.0,20.0,6,10,Tatil
2024-06-10,Karaköy,2500,51.0,27.0,23.0,20.0,6,10,Tatil
2024-06-11,Karaköy,2432,51.0,27.0,23.0,20.0,6,11,Tatil
2024-06-11,Karaköy,2512,51.0,27.0,23.0,20.0,6,11,Tatil
2024-06-12,Karaköy,2463,51.0,27.0,23.0,20.0,6,12,Tatil
2024-06-12,Karaköy,2448,51.0,27.0,23.0,20.0,6,12,Tatil
2024-06-13,Karaköy,2502,64.0,30.0,24.0,8.0,6,13,Tatil
2024-06-13,Karaköy,2460,64.0,30.0,24.0,8.0,6,13,Tatil
2024-06-14,Karaköy,2486,63.0,28.0,23.0,14.0,6,14,Tatil
2024-06-14,Karaköy,2434,63.0,28.0,23.0,14.0,6,14,Tatil
2024-06-15,Karaköy,2437,67.0,28.0,23.0,12.0,6,15,Tatil
2024-06-15,Karaköy,2489,67.0,28.0,23.0,12.0,6,15,Tatil
2024-06-16,Karaköy,2505,68.0,28.0,23.0,17.0,6,16,Tatil
2024-06-16,Karaköy,2517,68.0,28.0,23.0,17.0,6,16,Tatil
2024-06-17,Karaköy,2455,63.0,30.0,23.0,18.0,6,17,Tatil
2024-06-17,Karaköy,2476,63.0,30.0,23.0,18.0,6,17,Tatil
2024-06-18,Karaköy,2454,66.0,29.0,23.0,18.0,6,18,Tatil
2024-06-18,Karaköy,2516,66.0,29.0,23.0,18.0,6,18,Tatil
2024-06-19,Karaköy,2493,62.0,28.0,24.0,18.0,6,19,Tatil
2024-06-19,Karaköy,2497,62.0,28.0,24.0,18.0,6,19,Tatil
2024-06-20,Karaköy,2516,58.0,29.0,24.0,11.0,6,20,Tatil
2024-06-20,Karaköy,2422,58.0,29.0,24.0,11.0,6,20,Tatil
2024-06-21,Karaköy,2443,61.0,29.0,24.0,11.0,6,21,Tatil
2024-06-21,Karaköy,2509,61.0,29.0,24.0,11.0,6,21,Tatil
2024-06-22,Karaköy,2439,66.0,30.0,24.0,13.0,6,22,Tatil
2024-06-22,Karaköy,2434,66.0,30.0,24.0,13.0,6,22,Tatil
2024-06-23,Karaköy,2482,62.0,32.0,24.0,7.0,6,23,Tatil
2024-06-23,Karaköy,2485,62.0,32.0,24.0,7.0,6,23,Tatil
2024-06-24,Karaköy,2459,47.0,31.0,26.0,14.0,6,24,Tatil
2024-06-24,Karaköy,2428,47.0,31.0,26.0,14.0,6,24,Tatil
2024-06-25,Karaköy,2486,70.0,29.0,24.0,24.0,6,25,Tatil
2024-06-25,Karaköy,2505,70.0,29.0,24.0,24.0,6,25,Tatil
2024-06-26,Karaköy,2465,70.0,29.0,24.0,24.0,6,26,Tatil
2024-06-26,Karaköy,2466,70.0,29.0,24.0,24.0,6,26,Tatil
2024-06-27,Karaköy,2432,59.0,29.0,24.0,22.0,6,27,Tatil
2024-06-27,Karaköy,2467,59.0,29.0,24.0,22.0,6,27,Tatil
2024-06-28,Karaköy,2461,57.0,30.0,24.0,15.0,6,28,Tatil
2024-06-28,Karaköy,2453,57.0,30.0,24.0,15.0,6,28,Tatil
2024-06-29,Karaköy,2421,54.0,25.0,22.0,24.0,6,29,Tatil
2024-06-29,Karaköy,2438,54.0,25.0,22.0,24.0,6,29,Tatil
2024-06-30,Karaköy,2481,50.0,25.0,22.0,18.0,6,30,Tatil
2024-06-30,Karaköy,2509,50.0,25.0,22.0,18.0,6,30,Tatil
2024-07-01,Karaköy,2464,75.0,3.0,3.0,25.0,7,1,Tatil
2024-07-01,Karaköy,2460,75.0,3.0,3.0,25.0,7,1,Tatil
2024-07-02,Karaköy,2433,76.0,9.0,7.0,29.0,7,2,Tatil
2024-07-02,Karaköy,2500,76.0,9.0,7.0,29.0,7,2,Tatil
2024-07-03,Karaköy,2483,57.0,17.0,11.0,9.0,7,3,Tatil
2024-07-03,Karaköy,2448,57.0,17.0,11.0,9.0,7,3,Tatil
2024-07-04,Karaköy,2455,73.0,18.0,11.0,8.0,7,4,Tatil
2024-07-04,Karaköy,2460,73.0,18.0,11.0,8.0,7,4,Tatil
2024-07-05,Karaköy,2489,67.0,17.0,15.0,20.0,7,5,Tatil
2024-07-05,Karaköy,2500,67.0,17.0,15.0,20.0,7,5,Tatil
2024-07-06,Karaköy,2428,56.0,29.0,24.0,8.0,7,6,Tatil
2024-07-06,Karaköy,2452,56.0,29.0,24.0,8.0,7,6,Tatil
2024-07-07,Karaköy,2455,53.0,31.0,23.0,14.0,7,7,Tatil
2024-07-07,Karaköy,2432,53.0,31.0,23.0,14.0,7,7,Tatil
2024-07-08,Karaköy,2486,59.0,28.0,22.0,22.0,7,8,Tatil
2024-07-08,Karaköy,2463,59.0,28.0,22.0,22.0,7,8,Tatil
2024-07-09,Karaköy,2432,59.0,28.0,22.0,22.0,7,9,Tatil
2024-07-09,Karaköy,2462,59.0,28.0,22.0,22.0,7,9,Tatil
2024-07-10,Karaköy,2498,59.0,28.0,22.0,22.0,7,10,Tatil
2024-07-10,Karaköy,2503,59.0,28.0,22.0,22.0,7,10,Tatil
2024-07-11,Karaköy,2449,59.0,28.0,22.0,22.0,7,11,Tatil
2024-07-11,Karaköy,2479,59.0,28.0,22.0,22.0,7,11,Tatil
2024-07-12,Karaköy,2459,59.0,28.0,22.0,22.0,7,12,Tatil
2024-07-12,Karaköy,2432,59.0,28.0,22.0,22.0,7,12,Tatil
2024-07-13,Karaköy,2480,46.0,27.0,22.0,8.0,7,13,Tatil
2024-07-13,Karaköy,2435,46.0,27.0,22.0,8.0,7,13,Tatil
2024-07-14,Karaköy,2468,53.0,23.0,20.0,9.0,7,14,Tatil
2024-07-14,Karaköy,2502,53.0,23.0,20.0,9.0,7,14,Tatil
2024-07-15,Karaköy,2500,63.0,25.0,20.0,10.0,7,15,Tatil
2024-07-15,Karaköy,2477,63.0,25.0,20.0,10.0,7,15,Tatil
2024-07-16,Karaköy,2416,57.0,26.0,22.0,12.0,7,16,Tatil
2024-07-16,Karaköy,2429,57.0,26.0,22.0,12.0,7,16,Tatil
2024-07-17,Karaköy,2428,63.0,26.0,22.0,23.0,7,17,Tatil
2024-07-17,Karaköy,2452,63.0,26.0,22.0,23.0,7,17,Tatil
2024-07-18,Karaköy,2500,56.0,27.0,22.0,16.0,7,18,Tatil
2024-07-18,Karaköy,2423,56.0,27.0,22.0,16.0,7,18,Tatil
2024-07-19,Karaköy,2481,60.0,28.0,23.0,20.0,7,19,Tatil
2024-07-19,Karaköy,2447,60.0,28.0,23.0,20.0,7,19,Tatil
2024-07-20,Karaköy,2481,62.0,28.0,22.0,24.0,7,20,Tatil
2024-07-20,Karaköy,2500,62.0,28.0,22.0,24.0,7,20,Tatil
2024-07-21,Karaköy,2467,59.0,28.0,23.0,20.0,7,21,Tatil
2024-07-21,Karaköy,2464,59.0,28.0,23.0,20.0,7,21,Tatil
2024-07-22,Karaköy,2446,57.0,29.0,23.0,19.0,7,22,Tatil
2024-07-22,Karaköy,2432,57.0,29.0,23.0,19.0,7,22,Tatil
2024-07-23,Karaköy,2414,56.0,30.0,24.0,17.0,7,23,Tatil
2024-07-23,Karaköy,2415,56.0,30.0,24.0,17.0,7,23,Tatil
2024-07-24,Karaköy,2452,64.0,26.0,23.0,18.0,7,24,Tatil
2024-07-24,Karaköy,2426,64.0,26.0,23.0,18.0,7,24,Tatil
2024-07-25,Karaköy,2510,59.0,28.0,23.0,14.0,7,25,Tatil
2024-07-25,Karaköy,2466,59.0,28.0,23.0,14.0,7,25,Tatil
2024-07-26,Karaköy,2486,58.0,29.0,23.0,17.0,7,26,Tatil
2024-07-26,Karaköy,2427,58.0,29.0,23.0,17.0,7,26,Tatil
2024-07-27,Karaköy,2481,59.0,28.0,23.0,19.0,7,27,Tatil
2024-07-27,Karaköy,2475,59.0,28.0,23.0,19.0,7,27,Tatil
2024-07-28,Karaköy,2494,66.0,28.0,22.0,19.0,7,28,Tatil
2024-07-28,Karaköy,2482,66.0,28.0,22.0,19.0,7,28,Tatil
2024-07-29,Karaköy,2507,63.0,30.0,25.0,10.0,7,29,Tatil
2024-07-29,Karaköy,2447,63.0,30.0,25.0,10.0,7,29,Tatil
2024-07-30,Karaköy,2430,69.0,29.0,24.0,10.0,7,30,Tatil
2024-07-30,Karaköy,2472,69.0,29.0,24.0,10.0,7,30,Tatil
2024-07-31,Karaköy,2504,58.0,31.0,25.0,8.0,7,31,Tatil
2024-07-31,Karaköy,2447,58.0,31.0,25.0,8.0,7,31,Tatil
2024-08-01,Karaköy,2507,73.0,3.0,2.0,24.0,8,1,Tatil
2024-08-01,Karaköy,2512,73.0,3.0,2.0,24.0,8,1,Tatil
2024-08-02,Karaköy,2428,64.0,8.0,6.0,15.0,8,2,Tatil
2024-08-02,Karaköy,2473,64.0,8.0,6.0,15.0,8,2,Tatil
2024-08-03,Karaköy,2509,57.0,18.0,13.0,9.0,8,3,Tatil
2024-08-03,Karaköy,2457,57.0,18.0,13.0,9.0,8,3,Tatil
2024-08-04,Karaköy,2471,71.0,20.0,14.0,8.0,8,4,Tatil
2024-08-04,Karaköy,2465,71.0,20.0,14.0,8.0,8,4,Tatil
2024-08-05,Karaköy,2512,61.0,16.0,13.0,10.0,8,5,Tatil
2024-08-05,Karaköy,2431,61.0,16.0,13.0,10.0,8,5,Tatil
2024-08-06,Karaköy,2469,59.0,29.0,23.0,13.0,8,6,Tatil
2024-08-06,Karaköy,2452,59.0,29.0,23.0,13.0,8,6,Tatil
2024-08-07,Karaköy,2473,54.0,31.0,25.0,12.0,8,7,Tatil
2024-08-07,Karaköy,2505,54.0,31.0,25.0,12.0,8,7,Tatil
2024-08-08,Karaköy,2507,59.0,29.0,23.0,19.0,8,8,Tatil
2024-08-08,Karaköy,2484,59.0,29.0,23.0,19.0,8,8,Tatil
2024-08-09,Karaköy,2472,59.0,29.0,23.0,19.0,8,9,Tatil
2024-08-09,Karaköy,2492,59.0,29.0,23.0,19.0,8,9,Tatil
2024-08-10,Karaköy,2490,59.0,29.0,23.0,19.0,8,10,Tatil
2024-08-10,Karaköy,2425,59.0,29.0,23.0,19.0,8,10,Tatil
2024-08-11,Karaköy,2444,59.0,29.0,23.0,19.0,8,11,Tatil
2024-08-11,Karaköy,2466,59.0,29.0,23.0,19.0,8,11,Tatil
2024-08-12,Karaköy,2496,59.0,29.0,23.0,19.0,8,12,Tatil
2024-08-12,Karaköy,2472,59.0,29.0,23.0,19.0,8,12,Tatil
2024-08-13,Karaköy,2444,61.0,29.0,24.0,28.0,8,13,Tatil
2024-08-13,Karaköy,2486,61.0,29.0,24.0,28.0,8,13,Tatil
2024-08-14,Karaköy,2460,72.0,29.0,24.0,17.0,8,14,Tatil
2024-08-14,Karaköy,2456,72.0,29.0,24.0,17.0,8,14,Tatil
2024-08-15,Karaköy,2454,75.0,27.0,24.0,15.0,8,15,Tatil
2024-08-15,Karaköy,2459,75.0,27.0,24.0,15.0,8,15,Tatil
2024-08-16,Karaköy,2477,73.0,26.0,23.0,19.0,8,16,Tatil
2024-08-16,Karaköy,2471,73.0,26.0,23.0,19.0,8,16,Tatil
2024-08-17,Karaköy,2436,72.0,25.0,18.0,19.0,8,17,Tatil
2024-08-17,Karaköy,2490,72.0,25.0,18.0,19.0,8,17,Tatil
2024-08-18,Karaköy,2490,58.0,26.0,21.0,13.0,8,18,Tatil
2024-08-18,Karaköy,2486,58.0,26.0,21.0,13.0,8,18,Tatil
2024-08-19,Karaköy,2458,61.0,26.0,22.0,18.0,8,19,Tatil
2024-08-19,Karaköy,2449,61.0,26.0,22.0,18.0,8,19,Tatil
2024-08-20,Karaköy,2498,65.0,27.0,22.0,20.0,8,20,Tatil
2024-08-20,Karaköy,2445,65.0,27.0,22.0,20.0,8,20,Tatil
2024-08-21,Karaköy,2430,70.0,28.0,21.0,15.0,8,21,Tatil
2024-08-21,Karaköy,2482,70.0,28.0,21.0,15.0,8,21,Tatil
2024-08-22,Karaköy,2462,71.0,29.0,24.0,17.0,8,22,Tatil
2024-08-22,Karaköy,2472,71.0,29.0,24.0,17.0,8,22,Tatil
2024-08-23,Karaköy,2505,74.0,28.0,24.0,20.0,8,23,Tatil
2024-08-23,Karaköy,2483,74.0,28.0,24.0,20.0,8,23,Tatil
2024-08-24,Karaköy,2489,71.0,30.0,24.0,19.0,8,24,Tatil
2024-08-24,Karaköy,2507,71.0,30.0,24.0,19.0,8,24,Tatil
2024-08-25,Karaköy,2458,69.0,30.0,24.0,20.0,8,25,Tatil
2024-08-25,Karaköy,2475,69.0,30.0,24.0,20.0,8,25,Tatil
2024-08-26,Karaköy,2429,66.0,30.0,24.0,25.0,8,26,Tatil
2024-08-26,Karaköy,2523,66.0,30.0,24.0,25.0,8,26,Tatil
2024-08-27,Karaköy,2436,61.0,30.0,24.0,27.0,8,27,Tatil
2024-08-27,Karaköy,2487,61.0,30.0,24.0,27.0,8,27,Tatil
2024-08-28,Karaköy,2447,58.0,28.0,24.0,27.0,8,28,Tatil
2024-08-28,Karaköy,2489,58.0,28.0,24.0,27.0,8,28,Tatil
2024-08-29,Karaköy,2525,61.0,27.0,23.0,24.0,8,29,Tatil
2024-08-29,Karaköy,2512,61.0,27.0,23.0,24.0,8,29,Tatil
2024-08-30,Karaköy,2437,64.0,27.0,22.0,20.0,8,30,Tatil
2024-08-30,Karaköy,2480,64.0,27.0,22.0,20.0,8,30,Tatil
2024-08-31,Karaköy,2518,63.0,26.0,22.0,22.0,8,31,Tatil
2024-08-31,Karaköy,2427,63.0,26.0,22.0,22.0,8,31,Tatil
2024-09-01,Karaköy,2445,62.0,7.0,3.0,25.0,9,1,Tatil
2024-09-01,Karaköy,2438,62.0,7.0,3.0,25.0,9,1,Tatil
2024-09-02,Karaköy,2451,64.0,11.0,7.0,8.0,9,2,Tatil
2024-09-02,Karaköy,2423,64.0,11.0,7.0,8.0,9,2,Tatil
2024-09-03,Karaköy,2454,66.0,17.0,14.0,14.0,9,3,Tatil
2024-09-03,Karaköy,2460,66.0,17.0,14.0,14.0,9,3,Tatil
2024-09-04,Karaköy,2517,74.0,17.0,12.0,12.0,9,4,Tatil
2024-09-04,Karaköy,2443,74.0,17.0,12.0,12.0,9,4,Tatil
2024-09-05,Karaköy,2432,57.0,18.0,13.0,6.0,9,5,Tatil
2024-09-05,Karaköy,2474,57.0,18.0,13.0,6.0,9,5,Tatil
2024-09-06,Karaköy,2425,68.0,27.0,22.0,18.0,9,6,Tatil
2024-09-06,Karaköy,2476,68.0,27.0,22.0,18.0,9,6,Tatil
2024-09-07,Karaköy,2478,58.0,32.0,25.0,8.0,9,7,Tatil
2024-09-07,Karaköy,2466,58.0,32.0,25.0,8.0,9,7,Tatil
2024-09-08,Karaköy,2421,61.0,29.0,23.0,20.0,9,8,Tatil
2024-09-08,Karaköy,2473,61.0,29.0,23.0,20.0,9,8,Tatil
2024-09-09,Karaköy,2441,61.0,29.0,23.0,20.0,9,9,Tatil
2024-09-09,Karaköy,2448,61.0,29.0,23.0,20.0,9,9,Tatil
2024-09-10,Karaköy,2450,61.0,29.0,23.0,20.0,9,10,Tatil
2024-09-10,Karaköy,2474,61.0,29.0,23.0,20.0,9,10,Tatil
2024-09-11,Karaköy,2422,61.0,29.0,23.0,20.0,9,11,Tatil
2024-09-11,Karaköy,2457,61.0,29.0,23.0,20.0,9,11,Tatil
2024-09-12,Karaköy,2461,61.0,29.0,23.0,20.0,9,12,Tatil
2024-09-12,Karaköy,2449,61.0,29.0,23.0,20.0,9,12,Tatil
2024-09-13,Karaköy,2499,61.0,29.0,23.0,20.0,9,13,Tatil
2024-09-13,Karaköy,2503,61.0,29.0,23.0,20.0,9,13,Tatil
2024-09-14,Karaköy,2500,61.0,29.0,23.0,20.0,9,14,Okul
2024-09-14,Karaköy,2517,61.0,29.0,23.0,20.0,9,14,Okul
2024-09-15,Karaköy,2450,61.0,29.0,23.0,20.0,9,15,Okul
2024-09-15,Karaköy,2478,61.0,29.0,23.0,20.0,9,15,Okul
2024-09-16,Karaköy,2446,61.0,29.0,23.0,20.0,9,16,Okul
2024-09-16,Karaköy,2424,61.0,29.0,23.0,20.0,9,16,Okul
2024-09-17,Karaköy,2491,61.0,29.0,23.0,20.0,9,17,Okul
2024-09-17,Karaköy,2424,61.0,29.0,23.0,20.0,9,17,Okul
2024-09-18,Karaköy,2436,61.0,29.0,23.0,20.0,9,18,Okul
2024-09-18,Karaköy,2509,61.0,29.0,23.0,20.0,9,18,Okul
2024-09-19,Karaköy,2423,61.0,29.0,23.0,20.0,9,19,Okul
2024-09-19,Karaköy,2490,61.0,29.0,23.0,20.0,9,19,Okul
2024-09-20,Karaköy,2472,61.0,29.0,23.0,20.0,9,20,Okul
2024-09-20,Karaköy,2481,61.0,29.0,23.0,20.0,9,20,Okul
2024-09-21,Karaköy,2425,61.0,29.0,23.0,20.0,9,21,Okul
2024-09-21,Karaköy,2433,61.0,29.0,23.0,20.0,9,21,Okul
2024-09-22,Karaköy,2515,61.0,29.0,23.0,20.0,9,22,Okul
2024-09-22,Karaköy,2516,61.0,29.0,23.0,20.0,9,22,Okul
2024-09-23,Karaköy,2490,61.0,29.0,23.0,20.0,9,23,Okul
2024-09-23,Karaköy,2506,61.0,29.0,23.0,20.0,9,23,Okul
2024-09-24,Karaköy,2466,61.0,29.0,23.0,20.0,9,24,Okul
2024-09-24,Karaköy,2460,61.0,29.0,23.0,20.0,9,24,Okul
2024-09-25,Karaköy,2463,61.0,29.0,23.0,20.0,9,25,Okul
2024-09-25,Karaköy,2434,61.0,29.0,23.0,20.0,9,25,Okul
2024-09-26,Karaköy,2496,61.0,29.0,23.0,20.0,9,26,Okul
2024-09-26,Karaköy,2447,61.0,29.0,23.0,20.0,9,26,Okul
2024-09-27,Karaköy,2499,61.0,29.0,23.0,20.0,9,27,Okul
2024-09-27,Karaköy,2427,61.0,29.0,23.0,20.0,9,27,Okul
2024-09-28,Karaköy,2470,61.0,29.0,23.0,20.0,9,28,Okul
2024-09-28,Karaköy,2437,61.0,29.0,23.0,20.0,9,28,Okul
2024-09-29,Karaköy,2432,61.0,29.0,23.0,20.0,9,29,Okul
2024-09-29,Karaköy,2438,61.0,29.0,23.0,20.0,9,29,Okul
2024-09-30,Karaköy,2436,61.0,29.0,23.0,20.0,9,30,Okul
2024-09-30,Karaköy,2463,61.0,29.0,23.0,20.0,9,30,Okul
2024-10-01,Karaköy,2713,69.0,12.0,10.0,33.0,10,1,Okul
2024-10-01,Karaköy,2648,69.0,12.0,10.0,33.0,10,1,Okul
2024-10-02,Karaköy,2648,67.0,10.0,7.0,6.0,10,2,Okul
2024-10-02,Karaköy,2719,67.0,10.0,7.0,6.0,10,2,Okul
2024-10-03,Karaköy,2686,72.0,16.0,13.0,16.0,10,3,Okul
2024-10-03,Karaköy,2642,72.0,16.0,13.0,16.0,10,3,Okul
2024-10-04,Karaköy,2653,78.0,14.0,12.0,15.0,10,4,Okul
2024-10-04,Karaköy,2694,78.0,14.0,12.0,15.0,10,4,Okul
2024-10-05,Karaköy,2720,65.0,19.0,15.0,9.0,10,5,Okul
2024-10-05,Karaköy,2639,65.0,19.0,15.0,9.0,10,5,Okul
